patric_id	locus_tag	product	gene
511145.12.peg.2698	b2600	Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	tyrA
511145.12.peg.2699	b2601	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	aroF
511145.12.peg.27	b0030	Non-specific ribonucleoside hydrolase RihC	rihC
511145.12.peg.2700	b2602	Uncharacterized protein YfiL	yfiL
511145.12.peg.2701	b2603	Uncharacterized protein YfiR	yfiR
511145.12.peg.2702	b2604	Diguanylate cyclase (EC 2.7.7.65) %3D> DgcN	yfiN
511145.12.peg.2703	b2605	Integral membrane protein YfiB	yfiB
511145.12.peg.2704	b2606	LSU ribosomal protein L19p	rplS
511145.12.peg.2705	b2607	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	trmD
511145.12.peg.2706	b2608	16S rRNA processing protein RimM	rimM
511145.12.peg.2707	b2609	SSU ribosomal protein S16p	rpsP
511145.12.peg.2708	b2610	Signal recognition particle protein Ffh	ffh
511145.12.peg.2709	b2611	Inner membrane protein YpjD	ypjD
511145.12.peg.271	b0267	Uncharacterized transposase YagA	yagA
511145.12.peg.2710	b4461	Putative membrane protein YfjD	yfjD
511145.12.peg.2711	b2614	Heat shock protein GrpE	grpE
511145.12.peg.2713	b2615	NAD kinase (EC 2.7.1.23)	nadK
511145.12.peg.2714	b2616	DNA repair protein RecN	recN
511145.12.peg.2715	b2617	Outer membrane beta-barrel assembly protein BamE	smpA
511145.12.peg.2716	b2618	UPF0125 protein RatB	yfjF
511145.12.peg.2717	b2619	Ribosome association toxin RatA	yfjG
511145.12.peg.2718	b2620	tmRNA-binding protein SmpB	smpB
511145.12.peg.2719	b2622	Prophage CP4-57 integrase	intA
511145.12.peg.272	b0268	Uncharacterized lyase YjhH	yagE
511145.12.peg.2720	b2623	putative histone	yfjH
511145.12.peg.2721	b2625	Uncharacterized protein YfjI	yfjI
511145.12.peg.2722	b2627	hypothetical protein	yfjK
511145.12.peg.2723	b2628	Uncharacterized protein YfjL	yfjL
511145.12.peg.2724	b2630	mRNA endoribonuclease LS	rnlA
511145.12.peg.2725	b2631	Antitoxin RnlB	yfjO
511145.12.peg.2726	b2632	Uncharacterized protein YfjP	yfjP
511145.12.peg.2727	b2633	UPF0380 proteins YafZ and homologs	yfjQ
511145.12.peg.2728	b2634	Uncharacterized transcriptional regulator YfjR%2C DeoR family	yfjR
511145.12.peg.2729	b2635	hypothetical protein	ypjK
511145.12.peg.273	b0269	Uncharacterized dehydratase YagF	yagF
511145.12.peg.2730	b2636	Uncharacterized lipoprotein YafY	yfjS
511145.12.peg.2731	b2637	Uncharacterized protein YkfB	yfjT
511145.12.peg.2733	b2641	Arsenite/antimonite:H+ antiporter ArsB	yfjV
511145.12.peg.2736	b2642	Uncharacterized protein YfjW	yfjW
511145.12.peg.2738	b2643	Antirestriction protein klcA	yfjX
511145.12.peg.2739	b2644	UPF0758 protein YfjY	yfjY
511145.12.peg.274	b0270	Proposed xyloside/Na+ symporter YagG	yagG
511145.12.peg.2740	b4548	hypothetical protein	ypjJ
511145.12.peg.2741	b2645	YfjZ protein (antitoxin to YpjF)	yfjZ
511145.12.peg.2742	b2646	YpjF toxin protein	ypjF
511145.12.peg.2743	b2647	Uncharacterized outer membrane protein YpjA	ypjA
511145.12.peg.2745	b2648	hypothetical protein	pinH
511145.12.peg.2746	b2650	Uncharacterized protein YpjB	ypjC
511145.12.peg.275	b0271	Xylan 1%2C4-beta-xylosidase (EC 3.2.1.37)	yagH
511145.12.peg.2750	b4462	Alpha-amylase (EC 3.2.1.1) (1%2C4-alpha-D-glucan glucanohydrolase) (GLYCOGENASE)	ygaQ
511145.12.peg.2751	b2659	Carbon starvation induced protein CsiD	csiD
511145.12.peg.2752	b2660	L-2-hydroxyglutarate oxidase (EC 1.1.3.15)	lhgO
511145.12.peg.2753	b2661	Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)	gabD
511145.12.peg.2754	b2662	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	gabT
511145.12.peg.2755	b2663	gamma-aminobutyrate (GABA) permease	gabP
511145.12.peg.2756	b2664	CsiR%2C transcriptional repressor of CsiD	csiR
511145.12.peg.2757	b2665	Uncharacterized LysM domain protein YgaU	ygaU
511145.12.peg.2758	b2666	UPF0057 membrane protein YqaE	yqaE
511145.12.peg.2759	b2667	Transcriptional regulator YgaV%2C ArsR family	ygaV
511145.12.peg.276	b0272	Uncharacterized transcriptional regulator YagI%2C IclR family	yagI
511145.12.peg.2760	b2668	Rhodanese-domain-containing inner membrane protein YgaP	ygaP
511145.12.peg.2761	b2669	DNA-binding protein StpA	stpA
511145.12.peg.2762	b2670	L-alanine exporter AlaE	ygaW
511145.12.peg.2763	b2671	Uncharacterized protein YgaC	ygaC
511145.12.peg.2764	b2672	ElaB protein	ygaM
511145.12.peg.2765	b2673	Glutaredoxin-like protein NrdH%2C required for reduction of Ribonucleotide reductase class Ib	nrdH
511145.12.peg.2766	b2674	Ribonucleotide reduction protein NrdI	nrdI
511145.12.peg.2767	b2675	Ribonucleotide reductase of class Ib (aerobic)%2C alpha subunit (EC 1.17.4.1)	nrdE
511145.12.peg.2768	b2676	Ribonucleotide reductase of class Ib (aerobic)%2C beta subunit (EC 1.17.4.1)	nrdF
511145.12.peg.2769	b2677	Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)	proV
511145.12.peg.277	b0273	Ornithine carbamoyltransferase (EC 2.1.3.3)	argF
511145.12.peg.2770	b2678	Glycine betaine/L-proline transport system permease protein ProW (TC 3.A.1.12.1)	proW
511145.12.peg.2771	b2679	Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)	proX
511145.12.peg.2774	b2681	Uncharacterized MFS-type transporter STM2812	ygaY
511145.12.peg.2775	b2682	Inner membrane protein YgaZ	ygaZ
511145.12.peg.2776	b2683	Uncharacterized protein YgaH	ygaH
511145.12.peg.2777	b2684	Multidrug resistance regulator EmrR (MprA)	mprA
511145.12.peg.2779	b2685	Multidrug efflux system EmrAB-OMF%2C membrane fusion component EmrA	emrA
511145.12.peg.2780	b2686	Multidrug efflux system EmrAB-OMF%2C inner-membrane proton/drug antiporter EmrB (MFS type)	emrB
511145.12.peg.2781	b2687	S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS	luxS
511145.12.peg.2782	b2688	Glutamate--cysteine ligase (EC 6.3.2.2)	gshA
511145.12.peg.2783	b2689	Inner membrane protein YqaA	yqaA
511145.12.peg.2784	b2690	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-)	yqaB
511145.12.peg.2785	b2696	Carbon storage regulator	csrA
511145.12.peg.2787	b2697	Alanyl-tRNA synthetase (EC 6.1.1.7)	alaS
511145.12.peg.2789	b2698	Regulatory protein RecX	recX
511145.12.peg.279	b0274	IS1 protein InsB	insB
511145.12.peg.2790	b2699	RecA protein	recA
511145.12.peg.2791	b2700	Nicotinamide-nucleotide amidase (EC 3.5.1.42)	ygaD
511145.12.peg.2792	b2701	Membrane-bound lytic murein transglycosylase B	mltB
511145.12.peg.2793	b2702	PTS system%2C glucitol/sorbitol-specific IIC component	srlA
511145.12.peg.2794	b2703	PTS system%2C glucitol/sorbitol-specific IIB component (EC 2.7.1.198) / PTS system%2C glucitol/sorbitol-specific IIC component 2	srlE
511145.12.peg.2795	b2704	PTS system%2C glucitol/sorbitol-specific IIA component (EC 2.7.1.198)	srlB
511145.12.peg.2796	b2705	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	srlD
511145.12.peg.2797	b2706	Glucitol operon activator protein	gutM
511145.12.peg.2798	b2707	Glucitol operon repressor	srlR
511145.12.peg.2799	b2708	D-arabinose-5-phosphate isomerase (EC 5.3.1.13)	gutQ
511145.12.peg.28	b0031	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	dapB
511145.12.peg.280	b0275	IS1 protein InsA	insA
511145.12.peg.2800	b2709	Anaerobic nitric oxide reductase transcription regulator NorR	norR
511145.12.peg.2801	b2710	Anaerobic nitric oxide reductase flavorubredoxin	norV
511145.12.peg.2802	b2711	Nitric oxide reductase FlRd-NAD(+) reductase	norW
511145.12.peg.2803	b2712	Acylphosphate phosphohydrolase (EC 3.6.1.7) / [NiFe] hydrogenase metallocenter assembly protein HypF	hypF
511145.12.peg.2804	b2713	Electron transport protein HydN	hydN
511145.12.peg.2806	b2714	AscBF operon repressor	ascG
511145.12.peg.2807	b2715	PTS system%2C arbutin-%2C cellobiose-%2C and salicin-specific IIB component / PTS system%2C arbutin-%2C cellobiose-%2C and salicin-specific IIC component	ascF
511145.12.peg.2808	b2716	6-phospho-beta-glucosidase (EC 3.2.1.86)	ascB
511145.12.peg.2809	b2717	Formate hydrogenlyase maturation protease (EC 3.4.23.51)	hycI
511145.12.peg.281	b0276	Putative uncharacterized protein YagJ	yagJ
511145.12.peg.2810	b2718	Formate hydrogenlyase maturation protein HycH	hycH
511145.12.peg.2811	b2719	Formate hydrogenlyase subunit 7	hycG
511145.12.peg.2812	b2720	Formate hydrogenlyase subunit 6	hycF
511145.12.peg.2813	b2721	Formate hydrogenlyase subunit 5	hycE
511145.12.peg.2814	b2722	Formate hydrogenlyase subunit 4	hycD
511145.12.peg.2815	b2723	Formate hydrogenlyase subunit 3	hycC
511145.12.peg.2816	b2724	Formate hydrogenlyase subunit 2	hycB
511145.12.peg.2817	b2725	Formate hydrogenlyase regulatory protein HycA	hycA
511145.12.peg.2818	b2726	[NiFe] hydrogenase nickel incorporation protein HypA	hypA
511145.12.peg.2819	b2727	[NiFe] hydrogenase nickel incorporation-associated protein HypB	hypB
511145.12.peg.282	b0277	Uncharacterized protein YagK	yagK
511145.12.peg.2820	b2728	[NiFe] hydrogenase metallocenter assembly protein HypC	hypC
511145.12.peg.2821	b2729	[NiFe] hydrogenase metallocenter assembly protein HypD	hypD
511145.12.peg.2822	b2730	[NiFe] hydrogenase metallocenter assembly protein HypE	hypE
511145.12.peg.2823	b2731	Formate hydrogenlyase transcriptional activator	fhlA
511145.12.peg.2824	b2732	Uncharacterized protein YgbA	ygbA
511145.12.peg.2826	b2733	DNA mismatch repair protein MutS	mutS
511145.12.peg.2827	b2734	Serine/threonine protein phosphatase 2 (EC 3.1.3.16)	pphB
511145.12.peg.2828	b2735	L-threonate/D-erythronate transcriptional regulator%2C DeoR family	ygbI
511145.12.peg.2829	b2736	L-threonate dehydrogenase (NAD+)	ygbJ
511145.12.peg.283	b0278	Uncharacterized resolvase YagL	yagL
511145.12.peg.2830	b2737	3-oxo-tetronate kinase	ygbK
511145.12.peg.2832	b2738	3-oxo-tetronate 4-phosphate decarboxylase	ygbL
511145.12.peg.2833	b2739	2-dehydrotetronate isomerase (EC 5.3.1.35)	ygbM
511145.12.peg.2834	b2740	L-threonate/D-erythronate%2C proton symporter	ygbN
511145.12.peg.2835	b2741	RNA polymerase sigma factor RpoS	rpoS
511145.12.peg.2836	b2742	Murein hydrolase activator NlpD	nlpD
511145.12.peg.2838	b2743	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	pcm
511145.12.peg.2839	b2744	5'-nucleotidase SurE (EC 3.1.3.5) @ Exopolyphosphatase (EC 3.6.1.11)	surE
511145.12.peg.284	b0279	Uncharacterized protein YagM	yagM
511145.12.peg.2840	b2745	tRNA pseudouridine(13) synthase (EC 5.4.99.27)	truD
511145.12.peg.2841	b2746	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase (EC 4.6.1.12)	ispF
511145.12.peg.2842	b2747	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	ispD
511145.12.peg.2843	b2748	Cell division protein DivIC (FtsB)%2C stabilizes FtsL against RasP cleavage	ftsB
511145.12.peg.2844	b2749	Inner membrane protein YgbE	ygbE
511145.12.peg.2845	b2750	Adenylylsulfate kinase (EC 2.7.1.25)	cysC
511145.12.peg.2846	b2751	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	cysN
511145.12.peg.2847	b2752	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	cysD
511145.12.peg.2848	b2753	Alkaline phosphatase isozyme conversion protein	iap
511145.12.peg.285	b0281	Prophage CP4-6 integrase	intF
511145.12.peg.2851	b2754	CRISPR-associated protein Cas2	ygbF
511145.12.peg.2852	b2755	CRISPR-associated protein Cas1	ygbT
511145.12.peg.2853	b2756	CRISPR-associated protein%2C Cse3 family	casE
511145.12.peg.2854	b2757	CRISPR-associated protein%2C Cas5e family	casD
511145.12.peg.2855	b2758	CRISPR-associated protein%2C Cse4 family	casC
511145.12.peg.2856	b2759	CRISPR-associated protein%2C Cse2 family	casB
511145.12.peg.2857	b2760	CRISPR-associated protein%2C Cse1 family	casA
511145.12.peg.2859	b2761	CRISPR-associated helicase Cas3	ygcB
511145.12.peg.286	b4694	LysR family transcriptional regulator YagP	yagP
511145.12.peg.2860	b2762	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	cysH
511145.12.peg.2861	b2763	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	cysI
511145.12.peg.2862	b2764	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	cysJ
511145.12.peg.2863	b2765	6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase (EC 4.1.2.50)	queD
511145.12.peg.2864	b2766	Electron transfer flavoprotein-quinone oxidoreductase YgcN	ygcN
511145.12.peg.2865	b2767	Ferredoxin-like protein YgcO	ygcO
511145.12.peg.2866	b2768	hypothetical protein	ygcP
511145.12.peg.2867	b2769	Electron transfer flavoprotein%2C alpha subunit YgcQ	ygcQ
511145.12.peg.2868	b2770	Electron transfer flavoprotein%2C beta subunit YgcR	ygcR
511145.12.peg.2869	b2771	Inner membrane metabolite transport protein YgcS	ygcS
511145.12.peg.287	b0283	Uncharacterized protein YagQ	yagQ
511145.12.peg.2870	b4463	Predicted FAD containing dehydrogenase	ygcU
511145.12.peg.2871	b2774	Uncharacterized oxidoreductase YgcW	ygcW
511145.12.peg.2872	b2775	Inner membrane protein YqcE	yqcE
511145.12.peg.2873	b2776	Uncharacterized sugar kinase YgcE (EC 2.7.1.-)	ygcE
511145.12.peg.2876	b2777	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	ygcF
511145.12.peg.2877	b4682	hypothetical protein	yqcG
511145.12.peg.2878	b2778	Uncharacterized protein YgcG	ygcG
511145.12.peg.2879	b2779	Enolase (EC 4.2.1.11)	eno
511145.12.peg.288	b0284	Periplasmic aromatic aldehyde oxidoreductase%2C molybdenum binding subunit YagR	yagR
511145.12.peg.2880	b2780	CTP synthase (EC 6.3.4.2)	pyrG
511145.12.peg.2881	b2781	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	mazG
511145.12.peg.2882	b2782	Programmed cell death toxin MazF	mazF
511145.12.peg.2883	b2783	Programmed cell death antitoxin MazE	mazE
511145.12.peg.2884	b2784	Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5)%2C (p)ppGpp synthetase I	relA
511145.12.peg.2885	b2785	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)	rumA
511145.12.peg.2886	b2786	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)	barA
511145.12.peg.2887	b2787	Glucarate dehydratase (EC 4.2.1.40)	gudD
511145.12.peg.2888	b2788	Glucarate dehydratase related protein YgcY	gudX
511145.12.peg.2889	b2789	D-glucarate transporter	gudP
511145.12.peg.289	b0285	Periplasmic aromatic aldehyde oxidoreductase%2C FAD binding subunit YagS	yagS
511145.12.peg.2890	b2790	Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)	yqcA
511145.12.peg.2891	b2791	tRNA pseudouridine(65) synthase (EC 5.4.99.26)	truC
511145.12.peg.2892	b2792	Uncharacterized protein YqcC	yqcC
511145.12.peg.2893	b2793	Syd protein	syd
511145.12.peg.2894	b2794	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)	queF
511145.12.peg.2895	b2795	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10)	ygdH
511145.12.peg.2896	b2796	Serine transporter	sdaC
511145.12.peg.2897	b2797	L-serine dehydratase%2C beta subunit (EC 4.3.1.17) / L-serine dehydratase%2C alpha subunit (EC 4.3.1.17)	sdaB
511145.12.peg.2898	b2798	Flap endonuclease Xni	ygdG
511145.12.peg.2899	b2799	Lactaldehyde reductase (EC 1.1.1.77)	fucO
511145.12.peg.290	b0286	Periplasmic aromatic aldehyde oxidoreductase%2C iron-sulfur subunit YagT	yagT
511145.12.peg.2900	b2800	L-fuculose phosphate aldolase (EC 4.1.2.17)	fucA
511145.12.peg.2901	b2801	Fucose permease	fucP
511145.12.peg.2902	b2802	L-fucose isomerase (EC 5.3.1.25) @ D-Arabinose ketol-isomerase (EC 5.3.1.3)	fucI
511145.12.peg.2903	b2803	L-fuculokinase (EC 2.7.1.51)	fucK
511145.12.peg.2904	b2804	L-fucose mutarotase (EC 5.1.3.29)	fucU
511145.12.peg.2905	b2805	L-fucose operon activator	fucR
511145.12.peg.2906	b2806	23S rRNA (cytidine(2498)-2'-O)-methyltransferase (EC 2.1.1.186)	ygdE
511145.12.peg.2907	b2807	FIG00018398: hypothetical regulator	ygdD
511145.12.peg.2908	b2808	Glycine cleavage system transcriptional activator GcvA	gcvA
511145.12.peg.2909	b2809	Uncharacterized lipoprotein YgdI	ygdI
511145.12.peg.291	b0287	DUF1440 domain-containing membrane protein	yagU
511145.12.peg.2910	b2810	Cysteine desulfurase (EC 2.8.1.7) %3D> sulfur transfer pathway protein CsdA	csdA
511145.12.peg.2911	b2811	Sulfur acceptor protein %3D> sulfur transfer pathway protein CsdE	csdE
511145.12.peg.2912	b2812	HesA/MoeB/ThiF family protein %3D> sulfur transfer pathway protein CsdL	ygdL
511145.12.peg.2914	b2813	Membrane-bound lytic murein transglycosylase A	mltA
511145.12.peg.2915	b2817	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	amiC
511145.12.peg.2916	b2818	N-acetylglutamate synthase (EC 2.3.1.1)	argA
511145.12.peg.2917	b2819	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	recD
511145.12.peg.2918	b2820	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)	recB
511145.12.peg.2919	b2821	Protease III precursor (EC 3.4.24.55)	ptrA
511145.12.peg.2920	b2822	Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)	recC
511145.12.peg.2921	b2823	FIG004136: Prepilin peptidase dependent protein C precursor	ppdC
511145.12.peg.2922	b2824	Uncharacterized protein YgdB	ygdB
511145.12.peg.2923	b2825	FIG004819: Prepilin peptidase dependent protein B precursor	ppdB
511145.12.peg.2924	b2826	Prepilin peptidase dependent protein A precursor	ppdA
511145.12.peg.2925	b2827	Thymidylate synthase (EC 2.1.1.45)	thyA
511145.12.peg.2926	b2828	Prolipoprotein diacylglyceryl transferase	lgt
511145.12.peg.2927	b2829	FIG001592: Phosphocarrier protein kinase/phosphorylase%2C nitrogen regulation associated	ptsP
511145.12.peg.2928	b2830	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase	rppH
511145.12.peg.2929	b2831	DNA mismatch repair endonuclease MutH	mutH
511145.12.peg.293	b0289	CFA/I fimbrial chaperone	yagV
511145.12.peg.2930	b2832	UPF0053 inner membrane protein YgdQ	ygdQ
511145.12.peg.2931	b2833	Uncharacterized lipoprotein YgdR	ygdR
511145.12.peg.2932	b2834	Tas protein%2C an NADP(H)-dependent aldo-keto reductase	tas
511145.12.peg.2933	b2835	Lysophospholipid transporter LplT	lplT
511145.12.peg.2934	b2836	2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)	aas
511145.12.peg.2935	b2837	Galactose operon repressor%2C GalR-LacI family of transcriptional regulators	galR
511145.12.peg.2936	b2838	Diaminopimelate decarboxylase (EC 4.1.1.20)	lysA
511145.12.peg.2937	b2839	Transcriptional activator protein LysR	lysR
511145.12.peg.2938	b2840	Uncharacterized protein YgeA of aspartate/glutamate/hydantoin racemase family	ygeA
511145.12.peg.2939	b2841	low-affinity L-arabinose transport system proton symport protein	araE
511145.12.peg.294	b0290	CFA/I fimbrial minor adhesin	yagW
511145.12.peg.2940	b2842	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	kduD
511145.12.peg.2941	b2843	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	kduI
511145.12.peg.2942	b2844	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	yqeF
511145.12.peg.2943	b2845	Inner membrane transport protein YqeG	yqeG
511145.12.peg.2944	b2846	Uncharacterized protein YqeH	yqeH
511145.12.peg.2945	b2847	Uncharacterized protein YqeI	yqeI
511145.12.peg.2946	b2848	YqeJ protein	yqeJ
511145.12.peg.2947	b4683	hypothetical protein	yqeL
511145.12.peg.2948	b2851	Uncharacterized protein YgeG	ygeG
511145.12.peg.2949	b2852	Uncharacterized protein YgeH	ygeH
511145.12.peg.295	b0291	CFA/I fimbrial subunit C usher protein	yagX
511145.12.peg.2952	b2858	Putative uncharacterized protein YgeN	ygeN
511145.12.peg.2954	b2860	Transposase InsD for insertion element IS2	insD
511145.12.peg.2955	b2861	Transposase InsC for insertion element IS2	insC
511145.12.peg.2958	b2865	Uncharacterized lipoprotein YgeR	ygeR
511145.12.peg.2959	b2866	Xanthine dehydrogenase%2C molybdenum binding subunit (EC 1.17.1.4)	xdhA
511145.12.peg.296	b0292	CFA/I fimbrial auxiliary subunit	matC
511145.12.peg.2960	b2867	Xanthine dehydrogenase%2C FAD binding subunit (EC 1.17.1.4)	xdhB
511145.12.peg.2961	b2868	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	xdhC
511145.12.peg.2962	b2869	Uncharacterized sigma-54-dependent transcriptional regulator YgeV	ygeV
511145.12.peg.2963	b2870	Aspartate/ornithine carbamoyltransferase family protein protein YgeW	ygeW
511145.12.peg.2964	b2871	Diaminopropionate ammonia-lyase (EC 4.3.1.15)	ygeX
511145.12.peg.2965	b2872	Putative deacetylase YgeY	ygeY
511145.12.peg.2966	b2873	D-phenylhydantoinase	hyuA
511145.12.peg.2967	b2874	Carbamate kinase-like protein YqeA	yqeA
511145.12.peg.2968	b2875	Xanthine and CO dehydrogenases maturation factor%2C XdhC/CoxF family / Selenium-dependent molybdenum hydroxylase system protein YqeB	yqeB
511145.12.peg.2969	b2876	Accessory protein YqeC in selenium-dependent molybdenum hydroxylase maturation	yqeC
511145.12.peg.297	b0293	CFA/I fimbrial major subunit	matB
511145.12.peg.2970	b2877	Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)	ygfJ
511145.12.peg.2971	b2878	Uncharacterized [4Fe4S] protein YgfK	ygfK
511145.12.peg.2972	b2879	Putative aminohydrolase SsnA	ssnA
511145.12.peg.2973	b2880	Uncharacterized protein YgfM	ygfM
511145.12.peg.2974	b2881	Possible hypoxanthine oxidase XdhD (EC 1.-.-.-)	xdhD
511145.12.peg.2975	b2882	Xanthine permease @ Xanthine:proton symporter XanQ	xanQ
511145.12.peg.2976	b2883	Guanine deaminase (EC 3.5.4.3)	guaD
511145.12.peg.2977	b4464	Guanine/hypoxanthine permease GhxQ	ygfQ
511145.12.peg.2978	b2886	Putative electron transport protein YgfS	ygfS
511145.12.peg.2979	b2887	Uncharacterized [4Fe4S] protein YgfT	ygfT
511145.12.peg.298	b0294	Transcriptional regulator EcpR	matA
511145.12.peg.2980	b2888	Uric acid:proton symporter UacT	ygfU
511145.12.peg.2981	b4684	hypothetical protein	yqfG
511145.12.peg.2982	b2889	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	idi
511145.12.peg.2983	b2890	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	lysS
511145.12.peg.2984	b2891	Peptide chain release factor 2 @ programmed frameshift-containing	prfB
511145.12.peg.2986	b2892	Single-stranded-DNA-specific exonuclease RecJ	recJ
511145.12.peg.2987	b2893	Thiol:disulfide interchange protein DsbC	dsbC
511145.12.peg.2988	b2894	Site-specific tyrosine recombinase XerD	xerD
511145.12.peg.2989	b2895	Flavodoxin 2	fldB
511145.12.peg.2990	b2896	Putative inner membrane protein	ygfX
511145.12.peg.2991	b2897	Succinate dehydrogenase flavin-adding protein%2C antitoxin of CptAB toxin-antitoxin	ygfY
511145.12.peg.2993	b2898	tRNA-modifying protein YgfZ	ygfZ
511145.12.peg.2994	b2899	FIG01964566: Predicted membrane protein%2C hemolysin III homolog	yqfA
511145.12.peg.2995	b2900	RNA-binding domain protein	yqfB
511145.12.peg.2996	b2901	6-phospho-beta-glucosidase (EC 3.2.1.86)	bglA
511145.12.peg.2997	b2902	Oxidoreductase%2C short-chain dehydrogenase/reductase family	ygfF
511145.12.peg.2998	b2903	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	gcvP
511145.12.peg.2999	b2904	Glycine cleavage system H protein	gcvH
511145.12.peg.3	b0004	Threonine synthase (EC 4.2.3.1)	thrC
511145.12.peg.30	b0032	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	carA
511145.12.peg.300	b4506	LSU ribosomal protein L36p @ LSU ribosomal protein L36p%2C zinc-independent	ykgO
511145.12.peg.3000	b2905	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	gcvT
511145.12.peg.3001	b2906	2-polyprenylphenol hydroxylase	visC
511145.12.peg.3002	b2907	2-polyprenyl-6-methoxyphenol hydroxylase	ubiH
511145.12.peg.3003	b2908	Xaa-Pro aminopeptidase (EC 3.4.11.9)	pepP
511145.12.peg.3004	b2909	UPF0149 exported protein YgfB	ygfB
511145.12.peg.3005	b2910	Z-ring-associated protein ZapA	zapA
511145.12.peg.3006	b2912	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	ygfA
511145.12.peg.3007	b2913	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	serA
511145.12.peg.3009	b2914	Ribose-5-phosphate isomerase A (EC 5.3.1.6)	rpiA
511145.12.peg.301	b0296	LSU ribosomal protein L31p @ LSU ribosomal protein L31p%2C zinc-independent	ykgM
511145.12.peg.3010	b2915	Putative uncharacterized protein YqfE	yqfE
511145.12.peg.3011	b2916	Transcriptional regulator ArgP%2C LysR family	argP
511145.12.peg.3012	b2917	Methylmalonyl-CoA mutase (EC 5.4.99.2)	scpA
511145.12.peg.3013	b2918	YgfD: protein that forms a complex with the methylmalonyl-CoA mutase in a pathway for conversion of succinyl-CoA to propionyl-CoA	argK
511145.12.peg.3014	b2919	Methylmalonyl-CoA decarboxylase (EC 4.1.1.41)	scpB
511145.12.peg.3015	b2920	Propionyl-CoA:succinyl-CoA transferase	scpC
511145.12.peg.3016	b2921	LysR family transcriptional regulator YgfI	ygfI
511145.12.peg.3017	b2922	Protein of unknown function DUF541	yggE
511145.12.peg.3018	b2923	Arginine exporter protein ArgO	argO
511145.12.peg.3019	b2924	Protein involved in stability of MscS mechanosensitive channel	mscS
511145.12.peg.3020	b2925	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	fbaA
511145.12.peg.3021	b2926	Phosphoglycerate kinase (EC 2.7.2.3)	pgk
