ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|511145.12.peg.1225	b1180	Uncharacterized fumarylacetoacetase-like protein YcgM	ycgM	53	66	105	57.0	86.0	138.0	156.0	69.0	99.0	29.0	111.0	83.0	41.0	73.0	75.0	138.0	90.0	72.0				248.0	238.0	195.0
fig|511145.12.peg.1226	b1181	UPF0260 protein YcgN	ycgN	125	130	251	166.0	222.0	654.0	435.0	203.0	292.0	43.0	90.0	136.0	112.0	222.0	217.0	579.0	249.0	218.0				889.0	1511.0	1114.0
fig|511145.12.peg.1227	b1182	Hemolysin E%2C chromosomal	hlyE	40	11	78	216.0	289.0	427.0	741.0	215.0	408.0	55.0	60.0	134.0	231.0	216.0	306.0	1059.0	170.0	342.0				683.0	3411.0	1986.0
fig|511145.12.peg.1228	b1183	Error-prone repair protein UmuD	umuD	21	12	28	25.0	32.0	36.0	67.0	20.0	36.0	11.0	80.0	27.0	16.0	32.0	30.0	80.0	20.0	45.0				73.0	129.0	76.0
fig|511145.12.peg.1229	b1184	Error-prone%2C lesion bypass DNA polymerase V (UmuC)	umuC	36	56	120	104.0	108.0	178.0	182.0	103.0	95.0	23.0	151.0	95.0	76.0	73.0	119.0	255.0	43.0	119.0				204.0	373.0	317.0
fig|511145.12.peg.123	b0121	Spermidine synthase (EC 2.5.1.16)	speE	118	343	348	93.0	139.0	203.0	715.0	394.0	513.0	8.0	105.0	97.0	52.0	85.0	78.0	369.0	96.0	143.0				1024.0	547.0	801.0
fig|511145.12.peg.1230	b1185	Periplasmic thiol:disulfide oxidoreductase DsbB%2C required for DsbA reoxidation	dsbB	291	238	358	65.0	141.0	131.0	265.0	240.0	190.0	46.0	86.0	168.0	58.0	213.0	141.0	205.0	21.0	87.0				523.0	323.0	372.0
fig|511145.12.peg.1231	b1186	Na+/H+ antiporter NhaB	nhaB	559	668	986	317.0	610.0	861.0	1525.0	999.0	937.0	83.0	172.0	327.0	171.0	378.0	347.0	1095.0	208.0	360.0				3113.0	1576.0	2187.0
fig|511145.12.peg.1232	b1187	Transcriptional regulator for fatty acid degradation FadR%2C GntR family	fadR	521	470	850	350.0	440.0	744.0	1616.0	873.0	1043.0	92.0	237.0	259.0	215.0	341.0	320.0	834.0	217.0	398.0				1987.0	1359.0	1377.0
fig|511145.12.peg.1233	b1188	FIG004684: SpoVR-like protein	ycgB	94	41	120	794.0	623.0	4394.0	2277.0	321.0	1004.0	208.0	508.0	495.0	433.0	625.0	668.0	2810.0	2690.0	954.0				1406.0	6849.0	4647.0
fig|511145.12.peg.1234	b1189	D-amino acid dehydrogenase (EC 1.4.99.6)	dadA	1201	617	1911	569.0	1730.0	3929.0	3717.0	537.0	1795.0	239.0	948.0	835.0	568.0	853.0	809.0	1611.0	1638.0	837.0				7625.0	10308.0	8718.0
fig|511145.12.peg.1235	b1190	Alanine racemase (EC 5.1.1.1)	dadX	802	497	1129	313.0	1064.0	1757.0	2315.0	412.0	1200.0	78.0	358.0	396.0	195.0	356.0	310.0	893.0	729.0	412.0				5419.0	5541.0	4910.0
fig|511145.12.peg.1236		hypothetical protein		76	68	112	28.0	78.0	161.0	261.0	43.0	147.0	13.0	40.0	33.0	26.0	47.0	34.0	105.0	93.0	23.0				802.0	581.0	670.0
fig|511145.12.peg.1237	b1191	K(+)/H(+) antiporter NhaP2	cvrA	313	351	468	165.0	307.0	669.0	842.0	602.0	578.0	78.0	94.0	254.0	170.0	253.0	190.0	563.0	184.0	163.0				1018.0	768.0	834.0
fig|511145.12.peg.1238	b1192	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	ldcA	113	129	214	285.0	238.0	479.0	633.0	319.0	369.0	66.0	163.0	113.0	135.0	207.0	209.0	1044.0	208.0	408.0				911.0	1286.0	1148.0
fig|511145.12.peg.1239	b1193	Endo-type membrane-bound lytic murein transglycosylase A (EC 4.2.2.n2)	emtA	154	146	235	139.0	119.0	136.0	152.0	140.0	134.0	84.0	166.0	170.0	107.0	195.0	158.0	261.0	30.0	131.0				462.0	449.0	389.0
fig|511145.12.peg.124	b0122	Predicted chaperone lipoprotein YacC%2C potentially involved in protein secretion	yacC	355	427	616	268.0	308.0	346.0	923.0	569.0	741.0	37.0	47.0	251.0	160.0	492.0	382.0	623.0	74.0	235.0				1553.0	1001.0	1287.0
fig|511145.12.peg.1240	b1194	Flagellar brake protein YcgR	ycgR	308	152	534	38.0	23.0	149.0	258.0	203.0	200.0	12.0	6.0	8.0	3.0	25.0	20.0	191.0	110.0	41.0				981.0	594.0	795.0
fig|511145.12.peg.1241	b1195	UPF0410 protein YmgE	ymgE	16	5	16	116.0	52.0	240.0	89.0	28.0	61.0	29.0	54.0	66.0	63.0	62.0	60.0	128.0	91.0	79.0				51.0	187.0	127.0
fig|511145.12.peg.1242	b1196	Uncharacterized protein YcgY	ycgY	10	7	13	38.0	41.0	184.0	46.0	12.0	26.0	18.0	39.0	64.0	12.0	43.0	38.0	53.0	105.0	42.0				63.0	138.0	88.0
fig|511145.12.peg.1243	b1197	Trehalase (EC 3.2.1.28) @ Periplasmic trehalase (EC 3.2.1.28)	treA	140	179	264	174.0	346.0	1152.0	1024.0	284.0	547.0	48.0	152.0	115.0	129.0	238.0	216.0	613.0	597.0	273.0				1575.0	1822.0	1650.0
fig|511145.12.peg.1244		hypothetical protein		3	1	5	4.0	2.0	3.0	0.0	2.0	2.0	0.0	3.0	3.0	4.0	6.0	4.0	1.0	3.0	2.0				2.0	14.0	9.0
fig|511145.12.peg.1245	b1198	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121)%2C subunit DhaM%3B DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component	dhaM	955	872	1734	271.0	932.0	1301.0	6041.0	833.0	2423.0	206.0	708.0	658.0	366.0	701.0	591.0	696.0	333.0	313.0				6826.0	2871.0	4075.0
fig|511145.12.peg.1246	b1199	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121)%2C ADP-binding subunit DhaL	dhaL	149	174	304	102.0	248.0	471.0	2086.0	188.0	713.0	33.0	429.0	201.0	69.0	148.0	128.0	261.0	220.0	127.0				2493.0	999.0	1368.0
fig|511145.12.peg.1247	b1200	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121)%2C dihydroxyacetone binding subunit DhaK	dhaK	529	389	872	234.0	641.0	1178.0	4075.0	492.0	1837.0	158.0	966.0	526.0	230.0	385.0	360.0	496.0	379.0	313.0				3967.0	2230.0	2595.0
fig|511145.12.peg.1248	b1201	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase operon regulatory protein DhaR	dhaR	56	99	139	60.0	102.0	119.0	122.0	82.0	91.0	40.0	104.0	61.0	57.0	83.0	58.0	131.0	41.0	51.0				241.0	234.0	237.0
fig|511145.12.peg.1249	b1202	Uncharacterized protein YcgV	ycgV	112	80	165	125.0	146.0	242.0	306.0	184.0	229.0	80.0	161.0	175.0	112.0	158.0	184.0	373.0	75.0	146.0				463.0	549.0	544.0
fig|511145.12.peg.125	b0123	Blue copper oxidase CueO precursor	cueO	117	133	236	177.0	232.0	247.0	279.0	221.0	189.0	77.0	200.0	242.0	102.0	176.0	163.0	267.0	64.0	155.0				551.0	366.0	407.0
fig|511145.12.peg.1250		hypothetical protein		1	0	0	4.0	0.0	5.0	4.0	1.0	2.0	0.0	4.0	4.0	2.0	4.0	3.0	1.0	0.0	2.0				2.0	9.0	2.0
fig|511145.12.peg.1251	b1203	GTP-binding and nucleic acid-binding protein YchF	ychF	627	786	1207	540.0	577.0	1172.0	1408.0	984.0	889.0	156.0	618.0	525.0	304.0	518.0	439.0	1411.0	403.0	632.0				3163.0	1843.0	2248.0
fig|511145.12.peg.1252	b1204	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	pth	195	285	510	221.0	244.0	509.0	715.0	586.0	637.0	46.0	129.0	202.0	103.0	178.0	186.0	590.0	223.0	237.0				1926.0	1237.0	1443.0
fig|511145.12.peg.1253	b1205	Putative membrane protein YchH	ychH	494	462	467	192.0	254.0	2231.0	1829.0	99.0	1063.0	96.0	318.0	205.0	160.0	239.0	234.0	372.0	655.0	180.0				954.0	1542.0	1382.0
fig|511145.12.peg.1254	b1206	Putative sulfate permease	ychM	220	331	541	196.0	286.0	357.0	682.0	745.0	656.0	74.0	216.0	211.0	124.0	188.0	175.0	612.0	91.0	270.0				1375.0	511.0	834.0
fig|511145.12.peg.1255	b1207	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	prs	1848	2324	3877	1759.0	2354.0	4838.0	9940.0	7766.0	6699.0	338.0	1727.0	1526.0	1045.0	1531.0	1585.0	9170.0	2346.0	2843.0				17338.0	11332.0	15310.0
fig|511145.12.peg.1256	b1208	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	ispE	372	479	673	462.0	519.0	803.0	1741.0	928.0	1233.0	108.0	411.0	276.0	225.0	430.0	357.0	1155.0	341.0	611.0				2837.0	1750.0	2216.0
fig|511145.12.peg.1257	b1209	Outer membrane lipoprotein component of lipoprotein transport system LolB	lolB	228	259	429	248.0	378.0	791.0	1354.0	816.0	789.0	61.0	368.0	218.0	227.0	220.0	255.0	1238.0	379.0	402.0				1539.0	1554.0	1477.0
fig|511145.12.peg.1258	b1210	Glutamyl-tRNA reductase (EC 1.2.1.70)	hemA	1399	1691	2631	1609.0	2173.0	4718.0	6943.0	5495.0	5462.0	314.0	991.0	1140.0	839.0	1134.0	1145.0	6688.0	2421.0	2419.0				11226.0	6911.0	8734.0
fig|511145.12.peg.1259	b1211	Peptide chain release factor 1	prfA	519	891	1336	455.0	888.0	2676.0	5598.0	3739.0	3781.0	109.0	563.0	536.0	267.0	500.0	393.0	2131.0	1492.0	681.0				4995.0	1998.0	3229.0
fig|511145.12.peg.126		Possibly bogus hypothetical protein in a repeated sequence element		2	15	17	41.0	22.0	83.0	114.0	115.0	75.0	6.0	39.0	19.0	16.0	28.0	33.0	195.0	47.0	42.0				62.0	96.0	140.0
fig|511145.12.peg.1260	b1212	Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	prmC	185	312	396	104.0	235.0	595.0	1528.0	922.0	853.0	36.0	131.0	131.0	77.0	148.0	103.0	323.0	171.0	146.0				1266.0	510.0	730.0
fig|511145.12.peg.1261	b1213	FIG002082: Protein SirB2	ychQ	34	141	165	103.0	74.0	169.0	562.0	462.0	320.0	15.0	40.0	42.0	46.0	65.0	60.0	348.0	57.0	81.0				389.0	224.0	276.0
fig|511145.12.peg.1262	b1214	FIG002708: Protein SirB1	ychA	413	794	1121	1811.0	996.0	2061.0	2897.0	2768.0	2554.0	135.0	1049.0	654.0	614.0	794.0	881.0	3833.0	870.0	1640.0				3956.0	4370.0	3887.0
fig|511145.12.peg.1263	b1215	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	kdsA	710	1060	1852	2118.0	1309.0	3410.0	5359.0	3097.0	3395.0	455.0	3186.0	1558.0	849.0	1286.0	1369.0	5492.0	1575.0	2836.0				6788.0	6177.0	5916.0
fig|511145.12.peg.1264	b4419	Small inner membrane protein%2C YmgF family	ldrA	2	4	3	4.0	6.0	7.0	27.0	12.0	8.0	0.0	1.0	7.0	1.0	3.0	3.0	22.0	3.0	9.0				39.0	27.0	30.0
fig|511145.12.peg.1265	b4421	Small inner membrane protein%2C YmgF family	ldrB	5	1	8	4.0	0.0	6.0	10.0	6.0	8.0	0.0	0.0	4.0	5.0	4.0	6.0	27.0	5.0	4.0				18.0	23.0	17.0
fig|511145.12.peg.1266	b4423	Small inner membrane protein%2C YmgF family	ldrC	2	0	2	0.0	2.0	0.0	4.0	6.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	5.0	4.0				2.0	5.0	3.0
fig|511145.12.peg.1267	b1216	Calcium/proton antiporter	chaA	39	81	95	34.0	119.0	112.0	128.0	85.0	114.0	30.0	41.0	52.0	13.0	48.0	33.0	69.0	37.0	35.0				275.0	59.0	165.0
fig|511145.12.peg.1268	b1217	Cation transport regulator chaB	chaB	14	26	48	67.0	66.0	149.0	185.0	59.0	106.0	40.0	115.0	64.0	80.0	108.0	119.0	245.0	83.0	95.0				183.0	337.0	202.0
fig|511145.12.peg.1269	b1218	Cation transport protein ChaC	chaC	95	96	181	178.0	242.0	508.0	730.0	378.0	468.0	29.0	204.0	154.0	113.0	176.0	180.0	554.0	176.0	239.0				931.0	1183.0	1133.0
fig|511145.12.peg.127	b0124	Glucose dehydrogenase%2C PQQ-dependent (EC 1.1.5.2)	gcd	1050	2264	2878	4137.0	3620.0	10820.0	9934.0	11524.0	7565.0	1004.0	6691.0	3166.0	3255.0	4116.0	4482.0	16211.0	4896.0	6234.0				11167.0	15553.0	13064.0
fig|511145.12.peg.1270	b1219	Protein YchN	ychN	434	191	398	188.0	254.0	353.0	477.0	196.0	265.0	97.0	134.0	167.0	156.0	302.0	247.0	320.0	91.0	173.0				781.0	572.0	561.0
fig|511145.12.peg.1271	b1220	Putative invasin	ychO	93	86	166	96.0	188.0	325.0	382.0	274.0	318.0	55.0	142.0	176.0	87.0	164.0	143.0	351.0	121.0	146.0				610.0	452.0	490.0
fig|511145.12.peg.1272	b1221	Nitrate/nitrite response regulator protein NarL	narL	208	233	387	363.0	511.0	748.0	685.0	777.0	547.0	124.0	233.0	472.0	412.0	646.0	676.0	1690.0	212.0	482.0				1651.0	2338.0	2034.0
fig|511145.12.peg.1273	b1222	Nitrate/nitrite sensor protein NarX	narX	310	293	588	460.0	550.0	749.0	644.0	799.0	528.0	182.0	536.0	560.0	518.0	785.0	833.0	1955.0	236.0	601.0				1603.0	2181.0	1870.0
fig|511145.12.peg.1274		hypothetical protein		4	4	4	1.0	0.0	7.0	2.0	2.0	2.0	2.0	2.0	8.0	3.0	6.0	10.0	2.0	1.0	5.0				2.0	8.0	15.0
fig|511145.12.peg.1275	b1223	Nitrate/nitrite transporter NarK	narK	405	217	574	576.0	480.0	808.0	251.0	806.0	416.0	349.0	675.0	1151.0	1148.0	1575.0	1676.0	6109.0	267.0	1768.0				773.0	3575.0	2397.0
fig|511145.12.peg.1276	b1224	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	narG	1195	690	1957	2023.0	2210.0	3260.0	3976.0	3124.0	2633.0	1410.0	5823.0	4088.0	3262.0	4234.0	4628.0	13957.0	875.0	4376.0				6249.0	11750.0	9402.0
fig|511145.12.peg.1277	b1225	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	narH	380	315	708	1112.0	1070.0	1449.0	4239.0	2931.0	2758.0	643.0	2857.0	2060.0	1873.0	2079.0	2342.0	9549.0	477.0	2511.0				3638.0	7182.0	5143.0
fig|511145.12.peg.1278	b1226	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	narJ	86	67	179	275.0	423.0	491.0	1453.0	1025.0	829.0	241.0	803.0	654.0	603.0	511.0	648.0	3164.0	115.0	907.0				1291.0	2625.0	1765.0
fig|511145.12.peg.1279	b1227	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	narI	90	48	183	239.0	245.0	298.0	928.0	578.0	511.0	156.0	547.0	388.0	413.0	527.0	642.0	1663.0	61.0	548.0				685.0	1140.0	954.0
fig|511145.12.peg.128	b0125	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	hpt	653	637	1097	341.0	434.0	620.0	1179.0	1245.0	1084.0	119.0	134.0	325.0	254.0	477.0	376.0	855.0	135.0	388.0				1839.0	1006.0	1215.0
fig|511145.12.peg.1280	b1232	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	purU	301	354	671	384.0	497.0	1005.0	925.0	646.0	667.0	83.0	377.0	257.0	166.0	348.0	275.0	759.0	451.0	361.0				1898.0	1369.0	1438.0
fig|511145.12.peg.1281	b1233	UPF0225 protein YchJ	ychJ	302	251	441	231.0	222.0	510.0	642.0	500.0	609.0	40.0	142.0	168.0	117.0	216.0	167.0	593.0	221.0	191.0				1148.0	665.0	919.0
fig|511145.12.peg.1282	b1234	FIG00613342: Bacterial patatin-like phospholipase domain containing protein	rssA	370	437	932	1175.0	1685.0	4821.0	3051.0	1475.0	1784.0	227.0	600.0	611.0	791.0	1084.0	1095.0	3274.0	2261.0	1428.0				4250.0	7870.0	5921.0
fig|511145.12.peg.1283	b1235	Regulator of RpoS	rssB	196	217	413	605.0	991.0	3137.0	1813.0	712.0	967.0	153.0	647.0	469.0	480.0	612.0	646.0	1906.0	1434.0	843.0				2517.0	4750.0	3423.0
fig|511145.12.peg.1284	b1236	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	galU	969	857	1824	1081.0	1380.0	2362.0	2388.0	916.0	1134.0	525.0	1510.0	1327.0	1072.0	1716.0	1725.0	2241.0	775.0	1170.0				3431.0	3963.0	3357.0
fig|511145.12.peg.1285	b1237	DNA-binding protein H-NS	hns	8930	5995	13625	6832.0	8131.0	12112.0	13074.0	7284.0	7944.0	3784.0	19013.0	12009.0	8056.0	14090.0	13331.0	20291.0	4451.0	7263.0				22403.0	24916.0	24200.0
fig|511145.12.peg.1286	b1238	Thymidine kinase (EC 2.7.1.21)	tdk	119	95	193	42.0	59.0	74.0	107.0	104.0	89.0	22.0	18.0	49.0	33.0	78.0	74.0	124.0	29.0	47.0				357.0	212.0	271.0
fig|511145.12.peg.1287	b4573	Transposase%2C Avin_45320 family	insZ	15	15	45	19.0	32.0	30.0	35.0	68.0	47.0	5.0	9.0	25.0	24.0	31.0	17.0	68.0	14.0	23.0				126.0	47.0	90.0
fig|511145.12.peg.1288		Transposase%2C Avin_45320 family		0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0				2.0	0.0	1.0
fig|511145.12.peg.1289		Transposase and inactivated derivative		11	29	33	19.0	30.0	38.0	83.0	33.0	35.0	10.0	51.0	21.0	25.0	27.0	27.0	78.0	24.0	19.0				260.0	119.0	153.0
fig|511145.12.peg.129	b0126	Carbonic anhydrase%2C beta class (EC 4.2.1.1)	can	917	798	1504	2374.0	1983.0	2605.0	2430.0	1658.0	1685.0	728.0	2689.0	2367.0	1698.0	2558.0	2509.0	8987.0	641.0	2810.0				4742.0	8129.0	6906.0
fig|511145.12.peg.1290	b1241	Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)	adhE	10285	10726	24860	33768.0	20291.0	69009.0	96667.0	33060.0	55080.0	4751.0	55341.0	17802.0	24073.0	29068.0	34297.0	142721.0	42349.0	52073.0				274503.0	392198.0	333267.0
fig|511145.12.peg.1291	b1242	UPF0056 inner membrane protein YchE	ychE	152	160	252	285.0	215.0	398.0	450.0	250.0	357.0	75.0	419.0	220.0	119.0	270.0	277.0	782.0	165.0	275.0				729.0	992.0	867.0
fig|511145.12.peg.1292		hypothetical protein		16	15	29	38.0	9.0	17.0	39.0	21.0	42.0	3.0	0.0	11.0	5.0	14.0	10.0	14.0	4.0	8.0				55.0	25.0	29.0
fig|511145.12.peg.1293	b1243	Oligopeptide ABC transporter%2C substrate-binding protein OppA (TC 3.A.1.5.1)	oppA	4066	6596	10530	12685.0	8553.0	30986.0	60422.0	19096.0	32757.0	1596.0	6617.0	5620.0	3217.0	4911.0	5044.0	32726.0	17324.0	14866.0				68596.0	50984.0	52971.0
fig|511145.12.peg.1294	b1244	Oligopeptide ABC transporter%2C permease protein OppB (TC 3.A.1.5.1)	oppB	446	539	867	822.0	440.0	2029.0	5854.0	1738.0	3355.0	104.0	398.0	408.0	259.0	395.0	327.0	1857.0	1241.0	713.0				3643.0	3187.0	2996.0
fig|511145.12.peg.1295	b1245	Oligopeptide ABC transporter%2C permease protein OppC (TC 3.A.1.5.1)	oppC	417	590	768	524.0	615.0	1615.0	6943.0	1500.0	2558.0	100.0	313.0	212.0	206.0	180.0	226.0	1663.0	568.0	811.0				4028.0	3000.0	3364.0
fig|511145.12.peg.1296	b1246	Oligopeptide ABC transporter%2C ATP-binding protein OppD (TC 3.A.1.5.1)	oppD	541	992	1411	847.0	927.0	1730.0	10353.0	2677.0	4489.0	149.0	450.0	505.0	249.0	379.0	383.0	2666.0	554.0	1268.0				7153.0	5814.0	5805.0
fig|511145.12.peg.1297	b1247	Oligopeptide ABC transporter%2C ATP-binding protein OppF (TC 3.A.1.5.1)	oppF	621	931	1214	668.0	867.0	1076.0	6301.0	1732.0	2786.0	136.0	490.0	513.0	241.0	413.0	405.0	2245.0	233.0	1019.0				5763.0	4523.0	4685.0
fig|511145.12.peg.1298	b1248	dsDNA mimic protein%2C highly acidic	yciU	326	197	297	111.0	195.0	234.0	180.0	212.0	158.0	85.0	193.0	147.0	137.0	209.0	177.0	216.0	22.0	105.0				452.0	325.0	326.0
fig|511145.12.peg.1299	b1249	Cardiolipin synthase%2C bacterial type ClsA	cls	349	429	681	358.0	670.0	815.0	891.0	564.0	549.0	106.0	595.0	454.0	317.0	560.0	545.0	1081.0	206.0	462.0				1708.0	1764.0	1612.0
fig|511145.12.peg.13	b0015	Chaperone protein DnaJ	dnaJ	12	15	6	44.0	28.0	93.0	9.0	16.0	8.0	18.0	205.0	55.0	25.0	27.0	31.0	58.0	50.0	54.0				36.0	21.0	22.0
fig|511145.12.peg.130	b0127	Uncharacterized efflux ABC transporter%2C ATP-binding protein YadG	yadG	155	359	463	392.0	294.0	795.0	999.0	843.0	759.0	117.0	593.0	304.0	184.0	321.0	352.0	974.0	323.0	411.0				1481.0	1260.0	1330.0
fig|511145.12.peg.1300	b1250	Putative potassium channel protein	kch	137	129	263	143.0	196.0	405.0	537.0	240.0	405.0	115.0	157.0	253.0	173.0	509.0	392.0	606.0	162.0	201.0				612.0	889.0	740.0
fig|511145.12.peg.1301	b1251	YciL protein	yciI	220	184	275	165.0	357.0	525.0	504.0	325.0	359.0	84.0	152.0	279.0	216.0	341.0	300.0	841.0	152.0	272.0				881.0	1284.0	1180.0
fig|511145.12.peg.1302	b1252	TonB-ExbBD energy transducing system%2C TonB subunit	tonB	302	180	420	758.0	692.0	1286.0	2030.0	981.0	1339.0	140.0	386.0	346.0	432.0	406.0	584.0	2462.0	368.0	996.0				1322.0	3364.0	2438.0
fig|511145.12.peg.1303	b1253	Acyl-CoA thioesterase YciA%2C involved in membrane biogenesis	yciA	176	179	280	80.0	129.0	150.0	141.0	196.0	161.0	41.0	89.0	85.0	47.0	124.0	132.0	213.0	44.0	63.0				478.0	276.0	341.0
fig|511145.12.peg.1304	b1254	Intracellular septation protein IspA	yciB	209	181	298	267.0	266.0	309.0	390.0	395.0	362.0	54.0	396.0	211.0	157.0	210.0	211.0	419.0	71.0	239.0				758.0	471.0	490.0
fig|511145.12.peg.1305	b1255	Membrane protein YciC%2C linked to IspA	yciC	373	424	665	599.0	563.0	788.0	985.0	937.0	914.0	189.0	926.0	421.0	358.0	630.0	570.0	1842.0	236.0	722.0				2191.0	1816.0	2030.0
fig|511145.12.peg.1306	b1256	Outer membrane protein W precursor	ompW	1129	2629	2961	1199.0	5008.0	5960.0	2385.0	2215.0	1766.0	537.0	836.0	1544.0	1245.0	3940.0	2691.0	1591.0	1159.0	1059.0				9631.0	4763.0	6166.0
fig|511145.12.peg.1307	b1257	Protein YciE	yciE	9	12	17	44.0	48.0	191.0	203.0	30.0	122.0	25.0	58.0	28.0	27.0	27.0	18.0	210.0	110.0	64.0				81.0	366.0	217.0
fig|511145.12.peg.1308	b1258	Stress response diiron-containing protein YciF	yciF	8	1	6	53.0	51.0	238.0	201.0	25.0	96.0	17.0	28.0	15.0	13.0	20.0	27.0	217.0	101.0	79.0				83.0	412.0	213.0
fig|511145.12.peg.1309	b1259	Uncharacterized protein YmdF	yciG	6	3	2	133.0	75.0	274.0	173.0	15.0	61.0	47.0	31.0	44.0	62.0	63.0	97.0	252.0	81.0	104.0				64.0	294.0	232.0
fig|511145.12.peg.131	b0128	Uncharacterized efflux ABC transporter%2C permease protein YadH	yadH	102	101	156	107.0	117.0	275.0	362.0	276.0	224.0	51.0	203.0	119.0	86.0	119.0	119.0	255.0	83.0	116.0				372.0	400.0	346.0
fig|511145.12.peg.1310	b1260	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA	42	52	89	68.0	106.0	177.0	402.0	149.0	216.0	31.0	255.0	116.0	55.0	71.0	64.0	300.0	94.0	126.0				389.0	353.0	354.0
fig|511145.12.peg.1311	b1261	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB	43	80	141	172.0	136.0	294.0	507.0	220.0	287.0	23.0	344.0	134.0	96.0	127.0	137.0	305.0	99.0	202.0				461.0	407.0	403.0
fig|511145.12.peg.1312	b1262	Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	trpC	82	129	138	123.0	142.0	302.0	503.0	286.0	338.0	18.0	321.0	129.0	66.0	88.0	87.0	472.0	128.0	182.0				521.0	485.0	519.0
fig|511145.12.peg.1313	b1263	Anthranilate synthase%2C amidotransferase component (EC 4.1.3.27) / Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD	8	18	18	35.0	36.0	68.0	103.0	41.0	68.0	21.0	53.0	29.0	22.0	39.0	16.0	86.0	24.0	42.0				78.0	115.0	69.0
fig|511145.12.peg.1314	b1264	Anthranilate synthase%2C aminase component (EC 4.1.3.27)	trpE	8	30	30	23.0	76.0	51.0	55.0	29.0	44.0	8.0	17.0	17.0	6.0	30.0	25.0	41.0	12.0	25.0				59.0	48.0	38.0
fig|511145.12.peg.1315	b1266	FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)	yciV	178	238	297	388.0	254.0	586.0	637.0	426.0	437.0	52.0	502.0	166.0	172.0	259.0	232.0	1024.0	262.0	357.0				948.0	936.0	879.0
fig|511145.12.peg.1316	b1267	YciO protein%2C TsaC/YrdC paralog	yciO	192	140	332	572.0	266.0	722.0	813.0	493.0	678.0	70.0	511.0	244.0	219.0	313.0	340.0	950.0	361.0	505.0				912.0	1502.0	1091.0
fig|511145.12.peg.1317	b1268	Uncharacterized protein YciQ	yciQ	97	160	235	270.0	248.0	619.0	504.0	396.0	421.0	40.0	275.0	178.0	113.0	210.0	162.0	657.0	286.0	232.0				723.0	758.0	636.0
fig|511145.12.peg.1318	b1269	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	rluB	444	962	1220	322.0	468.0	599.0	1656.0	1533.0	1173.0	109.0	263.0	324.0	195.0	229.0	269.0	1103.0	197.0	464.0				3021.0	1049.0	1912.0
fig|511145.12.peg.1319	b1270	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	btuR	150	114	211	55.0	85.0	151.0	153.0	83.0	75.0	35.0	167.0	63.0	52.0	79.0	79.0	168.0	65.0	77.0				322.0	280.0	232.0
fig|511145.12.peg.132	b0129	Putative PTS system IIA component YadI	yadI	90	61	126	43.0	58.0	265.0	238.0	104.0	177.0	13.0	132.0	80.0	47.0	73.0	41.0	156.0	131.0	37.0				246.0	432.0	332.0
fig|511145.12.peg.1320	b1271	Putative oxidoreductase	yciK	166	171	390	118.0	108.0	312.0	264.0	158.0	187.0	44.0	402.0	131.0	92.0	106.0	117.0	365.0	193.0	140.0				606.0	519.0	549.0
